"income","height","weight","age","marital","sex","education","afqt"
65000,72,205,54,"divorced","male",14,41.582
800,69,195,55,"married","male",13,26.461
0,67,200,49,"widowed","female",12,50.746
39000,71,180,54,"married","male",12,12.739
0,76,285,51,"single","male",14,33.869
32000,66,175,48,"single","female",16,7.116
0,64,165,53,"divorced","female",11,10.674
85000,70,225,51,"single","male",14,35.608
0,68,167,49,"divorced","male",12,44.498
25000,61,160,50,"single","female",12,38.744
32000,61,116,54,"widowed","female",12,12.922
0,65,210,54,"married","female",12,13.09
0,65,298,52,"married","female",12,8.018
40000,65,169,50,"married","female",12,48.125
45000,65,155,52,"single","male",12,2.311
1400,63,144,51,"married","female",14,17.346
51850,64,165,48,"married","female",16,50.092
52000,71,270,51,"married","male",12,88.767
0,67,268,53,"divorced","male",10,11.201
24000,62,179,51,"separated","female",14,6.229
40000,60,127,48,"divorced","female",12,22.089
0,70,240,50,"married","male",18,63.707
40000,68,175,50,"married","male",12,28.766
0,63,274,52,"divorced","female",14,32.578
59400,66,180,50,"single","female",12,14.56
26500,66,160,55,"married","male",12,NA
19000,61,230,51,"single","female",15,21.414
0,60,110,51,"divorced","female",13,41.355
125000,65,158,51,"single","male",16,54.085
45500,65,150,49,"married","male",12,18.993
117000,70,235,49,"married","male",15,47.05
0,62,243,53,"single","female",11,3.134
30000,67,180,55,"divorced","female",12,13.302
2800,66,198,49,"separated","female",8,5.913
14000,67,210,52,"married","male",12,5.699
0,60,210,50,"married","female",12,4.559
0,77,372,53,"married","male",14,49.786
25000,74,275,51,"married","male",11,1.348
34000,65,209,50,"single","female",12,23.225
0,66,160,52,"married","male",12,9.583
0,63,205,49,"single","male",8,0.966
130000,62,160,52,"married","female",14,13.536
17000,73,211,50,"single","male",9,1.729
0,71,290,56,"divorced","female",14,22.116
20000,73,223,51,"married","male",12,12.432
0,69,296,48,"single","male",11,NA
0,73,524,51,"single","male",10,NA
0,67,205,50,"married","male",12,1.431
0,70,210,48,"single","male",14,3.696
0,67,170,48,"single","male",8,4.79
89000,71,200,49,"married","male",14,43.241
32000,67,240,50,"married","male",11,2.784
58000,65,160,50,"single","female",16,89.519
54000,72,194,54,"married","male",10,50.22
60000,69,220,54,"married","male",14,48.657
49000,67,165,51,"married","male",16,23.839
0,70,180,53,"single","male",12,41.401
24000,75,185,49,"single","male",13,0.599
39000,66,185,48,"married","female",16,35.791
0,76,201,50,"married","male",11,12.81
0,74,283,48,"divorced","male",12,16.118
0,67,227,50,"divorced","female",12,28.129
0,71,296,49,"single","male",14,32.353
30000,73,210,50,"single","male",11,20.419
63000,60,165,55,"divorced","female",13,25.759
74881,64,260,52,"single","female",12,61.146
64000,77,260,51,"married","male",12,41.251
0,72,245,50,"married","male",11,2.971
70000,64,150,55,"single","female",18,46.143
54000,66,154,53,"single","female",13,28.607
0,66,260,53,"married","female",13,5.601
20000,71,195,52,"married","male",12,35.97
38000,71,219,49,"married","female",12,14.766
55000,68,185,52,"single","female",14,42.847
35000,71,282,50,"married","female",16,32.772
85000,68,160,55,"married","male",18,94.443
0,64,184,54,"single","female",12,NA
51500,65,185,55,"divorced","female",13,35.576
0,61,200,52,"married","female",12,NA
65000,67,223,53,"married","male",11,15.076
0,65,135,52,"married","female",12,0.718
62000,64,165,54,"single","female",14,23.727
48000,66,198,48,"married","male",14,59.615
23000,68,170,50,"married","male",16,5.393
46000,60,140,53,"divorced","female",14,35.54
85000,62,130,50,"married","female",16,84.813
30000,70,177,50,"single","male",10,3.824
40000,69,175,49,"single","male",10,0.288
35000,67,155,49,"married","female",13,21.412
0,61,155,52,"divorced","female",13,49.799
0,73,185,51,"single","male",11,6.112
0,66,138,51,"divorced","female",14,37.869
0,69,180,48,"separated","male",12,11.906
150000,71,255,53,"married","male",16,53.871
0,60,108,56,"married","female",3,0
81000,64,135,51,"divorced","male",20,73.787
0,65,142,49,"single","male",12,18.833
7000,65,140,50,"married","female",14,30.145
55000,64,220,55,"divorced","female",14,37.45
0,64,160,55,"married","female",5,9.143
0,61,119,53,"separated","female",7,12.702
25000,61,133,50,"separated","female",10,2.476
60000,63,167,51,"married","male",11,25.73
60000,62,136,49,"married","male",12,21.247
0,62,150,48,"married","female",11,9.355
130000,68,175,48,"married","male",18,100
0,69,175,54,"single","male",12,11.635
32000,69,210,52,"married","male",11,0.264
18000,65,170,53,"married","female",12,12.822
0,71,260,54,"single","male",10,9.904
27000,60,160,55,"separated","female",12,NA
62000,64,142,54,"single","female",18,33.708
30000,72,240,53,"single","male",10,10.911
18000,59,115,51,"single","female",10,15.116
30000,72,170,50,"divorced","male",12,23.407
6510,66,135,55,"married","female",16,93.535
0,67,NA,55,"married","female",13,15.348
343830,72,205,55,"married","male",16,98.35
95000,73,190,53,"married","male",16,77.616
54501,70,197,55,"married","male",19,94.605
108000,67,140,55,"married","female",17,53.578
97000,72,185,52,"divorced","male",14,49.886
40000,64,152,49,"divorced","female",16,26.127
100000,71,230,53,"divorced","male",12,14.08
120000,68,192,48,"married","male",16,43.985
40000,69,180,54,"married","male",16,20.967
0,61,166,52,"divorced","female",11,3.861
0,61,158,50,"single","female",10,2.561
0,69,186,52,"separated","male",11,NA
0,63,145,49,"divorced","male",9,9.668
30000,70,264,48,"married","male",11,22.351
0,63,160,52,"single","female",12,42.956
0,70,203,50,"single","male",12,25.021
33000,71,205,48,"separated","male",18,43.746
0,65,285,52,"single","female",11,15.112
59000,69,155,55,"separated","female",16,30.308
23500,59,150,54,"married","female",12,14.249
23000,69,230,53,"single","male",12,10.776
24000,62,175,51,"married","female",12,31.61
56000,66,228,49,"married","male",11,9.878
16000,74,245,55,"married","male",12,5.727
41000,69,NA,51,"married","female",14,61.821
10000,60,145,53,"married","female",12,23.901
85000,75,220,49,"married","male",14,55.819
46000,60,133,47,"married","female",12,31.947
0,68,230,48,"separated","female",11,6.51
26500,63,175,53,"divorced","female",10,59.335
30000,64,174,54,"married","female",12,10.318
50000,58,180,53,"divorced","female",15,7.807
45,64,185,52,"single","female",14,47.332
0,62,260,55,"divorced","female",4,6.581
100000,67,200,51,"divorced","female",16,21.852
56000,62,170,55,"married","female",13,11.001
0,63,159,51,"single","female",10,4.809
300,70,170,50,"divorced","male",9,5.856
34000,69,250,49,"divorced","male",9,0.115
25000,66,150,53,"divorced","male",11,34.599
12016,60,156,49,"married","female",13,30.795
12315,61,295,50,"married","female",11,8.456
111460,68,212,52,"married","male",16,76.66
70000,66,200,54,"single","female",16,64.141
62000,69,290,47,"married","male",12,29.033
37440,72,190,53,"single","male",11,19.746
0,74,165,52,"separated","male",11,12.281
0,66,220,53,"separated","female",14,19.242
0,65,198,54,"single","female",11,9.12
0,62,320,51,"single","female",12,1.216
0,65,135,50,"separated","female",12,2.371
45000,62,154,48,"divorced","female",15,35.894
3000,69,205,55,"divorced","male",14,14.054
75000,74,240,52,"married","male",13,10.588
0,67,250,53,"widowed","female",12,9.449
12000,68,140,50,"married","female",12,36.031
1971,72,170,49,"single","male",13,18.582
38000,73,200,53,"married","male",14,27.39
49000,66,230,49,"single","male",16,54.672
6000,68,182,49,"single","male",11,12.503
52000,62,170,52,"married","female",12,26.713
28911,63,152,55,"divorced","female",12,NA
56000,64,180,48,"married","female",14,89.867
35000,69,157,51,"widowed","female",12,47.674
30000,71,178,49,"married","female",12,37.621
110000,75,215,48,"married","male",17,54.916
0,68,290,53,"married","female",14,76.011
8000,69,190,55,"single","male",10,6.842
1000,74,218,53,"single","male",12,57.216
11832,67,200,51,"married","female",12,26.484
61000,63,165,55,"divorced","female",13,50.971
0,64,170,53,"divorced","female",14,NA
14000,70,140,53,"single","male",12,NA
30000,68,170,54,"divorced","male",12,67.154
62000,72,260,53,"married","male",12,62.353
0,65,245,51,"married","male",12,0.192
9900,69,193,52,"single","female",14,41.184
35000,71,200,47,"married","female",14,88.889
0,75,233,49,"divorced","male",13,80.002
68000,59,165,52,"married","female",17,20.084
97300,66,205,52,"married","male",20,63.977
0,71,240,50,"married","male",16,7.432
80000,68,215,50,"married","female",16,40.346
23000,68,200,52,"widowed","female",12,54.165
25000,68,215,53,"single","male",12,24.915
25000,63,190,54,"divorced","female",13,26.249
54000,69,199,52,"married","male",12,NA
80000,67,190,50,"married","male",12,52.329
0,62,160,53,"married","female",9,10.812
69000,69,180,50,"divorced","male",12,57.711
50000,65,NA,51,"single","female",12,37.344
55000,66,185,49,"divorced","female",14,16.856
36000,61,110,50,"married","female",12,6.912
46185,64,141,54,"married","female",13,46.917
160000,62,152,53,"divorced","female",14,51.764
54000,65,210,49,"married","female",16,44.158
65000,67,215,54,"single","female",18,28.498
343830,67,207,52,"married","male",17,100
0,67,180,53,"married","female",16,40.244
120000,77,320,50,"married","male",12,NA
55000,63,150,49,"divorced","female",12,38.447
53000,64,153,53,"divorced","female",18,37.327
45000,74,265,51,"married","male",16,42.142
40000,67,190,50,"divorced","male",14,45.018
25000,60,142,49,"divorced","female",12,2.388
0,66,150,52,"single","male",12,2.064
0,67,120,53,"single","male",12,40.253
27000,73,170,55,"divorced","male",12,24.867
0,62,156,50,"divorced","female",14,24.094
0,68,175,48,"single","male",12,1.391
17000,62,180,49,"divorced","female",12,16.753
38000,68,155,51,"married","male",12,5.458
0,66,261,49,"married","male",11,10.182
0,70,200,55,"widowed","female",18,35.834
65000,62,230,54,"divorced","female",20,51.035
3000,67,217,51,"married","female",14,19.165
112000,68,204,55,"divorced","female",18,62.898
0,66,250,52,"single","female",9,1.755
0,60,150,54,"separated","female",13,5.111
58000,64,175,50,"single","female",12,5.797
500,63,174,48,"single","female",15,18.226
65000,68,215,51,"separated","male",12,9.714
95000,72,200,49,"married","male",12,57.841
46000,68,184,48,"divorced","male",12,13.382
0,74,230,54,"divorced","male",12,26.672
0,66,195,52,"single","male",10,7.618
0,62,160,55,"married","female",14,NA
0,66,190,49,"divorced","male",10,9.697
33000,62,165,50,"divorced","female",12,71.954
0,63,240,50,"separated","male",11,9.252
73000,65,200,53,"married","male",11,14.556
75500,69,250,52,"married","male",14,87.993
50000,62,174,52,"divorced","female",12,10.418
61000,68,185,51,"married","male",11,19.826
45760,72,235,50,"divorced","male",12,91.677
42000,67,190,47,"divorced","female",12,53.239
0,68,201,52,"married","male",16,61.822
0,68,139,49,"married","male",14,88.767
12000,64,160,49,"married","female",12,61.388
18000,61,114,48,"married","female",12,23.728
25000,74,175,52,"married","male",12,28.998
13000,64,155,55,"married","female",12,11.406
30000,70,210,53,"married","male",17,1.936
53000,68,220,48,"married","male",12,12.916
0,71,135,52,"married","male",9,9.963
23000,64,185,50,"single","male",11,3.57
10715,64,160,52,"separated","female",12,13.068
73000,64,140,51,"divorced","female",18,71.877
7000,71,180,49,"divorced","male",11,30.996
60000,66,210,48,"married","male",12,47.067
41000,67,201,53,"married","male",12,30.966
75000,63,190,51,"single","female",18,32.201
57000,71,200,51,"divorced","male",12,24.501
0,66,180,50,"divorced","female",14,19.474
0,59,265,50,"divorced","female",NA,NA
35000,69,190,51,"married","male",13,74.962
0,61,168,48,"married","female",15,22.026
0,59,150,53,"married","female",16,31.84
22000,68,185,48,"married","male",14,17.429
0,69,186,50,"single","male",11,12.427
28000,67,203,48,"married","female",12,22.757
27000,62,147,54,"divorced","female",14,51.181
5000,64,190,51,"married","female",14,37.277
54000,59,NA,49,"separated","female",14,34.791
0,66,205,48,"divorced","male",11,13.16
0,68,187,53,"single","male",8,11.121
35000,63,148,50,"separated","female",14,18.736
0,65,215,53,"married","female",11,1.812
90000,68,230,49,"married","male",19,41.708
40000,65,160,49,"divorced","male",14,47.78
5123,60,130,49,"single","female",14,16.121
4575,65,208,48,"divorced","female",15,22.537
0,65,112,51,"single","male",10,3.04
20000,63,170,50,"married","male",12,22.882
0,62,142,48,"separated","female",12,76.221
19000,59,128,53,"divorced","female",12,28.937
25000,65,225,52,"separated","male",12,19.008
32000,69,198,51,"divorced","female",12,11.473
6000,69,210,51,"married","male",13,69.68
0,68,180,52,"divorced","male",11,NA
2600,63,140,48,"single","female",13,55.051
50000,65,158,54,"married","female",12,48.132
80000,65,NA,51,"divorced","female",18,30.417
82000,73,250,48,"married","male",16,76.314
27000,63,160,48,"married","female",12,5.625
0,66,170,50,"single","male",10,6.975
77000,64,162,55,"married","male",12,76.76
35400,74,310,50,"divorced","male",16,43.527
104000,75,255,53,"married","male",16,60.08
28000,69,192,53,"married","male",12,23.341
40000,66,210,48,"married","male",12,13.593
20800,68,250,50,"married","male",10,NA
75000,75,195,55,"married","male",16,NA
0,65,220,48,"divorced","female",12,20.66
40000,72,230,54,"married","male",14,44.877
38520,64,180,53,"married","female",12,23.059
38000,66,220,53,"married","female",18,81.673
0,62,190,50,"married","female",16,91.635
0,64,155,54,"single","male",14,39.609
23000,65,150,52,"married","male",11,26.934
48000,67,190,52,"divorced","male",12,54.011
0,66,130,48,"married","female",12,10.778
27000,65,163,52,"single","female",10,15.256
25000,69,205,48,"married","male",11,15.882
7000,67,180,55,"married","male",6,0
2400,62,138,50,"divorced","female",6,NA
69000,66,175,49,"separated","male",10,2.175
35000,61,170,53,"married","female",12,25.589
15000,61,150,54,"married","female",14,12.466
26000,62,194,48,"married","female",12,18.301
34000,60,139,54,"divorced","female",12,33.352
63000,70,250,52,"divorced","male",14,25.137
80000,72,245,50,"single","male",14,34.064
70000,70,220,50,"married","male",12,70.325
40000,69,355,48,"married","male",19,79.847
52000,59,205,50,"divorced","female",13,82.294
54000,67,165,53,"married","male",12,43.419
0,65,128,50,"married","female",13,21.903
15600,63,190,53,"separated","female",16,31.68
5500,60,230,55,"divorced","female",9,12.467
3640,64,163,53,"married","female",9,6.72
0,63,160,56,"widowed","female",3,5.286
50000,68,170,56,"separated","female",12,10.051
9000,71,210,51,"separated","male",12,13.843
28000,64,NA,48,"divorced","female",12,15.516
140000,72,197,49,"single","male",12,9.581
0,65,242,48,"married","female",11,3.712
0,62,140,51,"married","female",9,1.414
17000,67,180,54,"widowed","female",6,0
0,60,140,54,"widowed","female",7,5.69
20000,68,190,51,"married","male",9,2.648
0,70,200,50,"married","male",11,52.554
1300,64,180,52,"single","female",13,14.742
0,74,240,54,"married","male",13,49.904
0,62,130,48,"single","female",11,3.814
29000,62,122,50,"single","male",11,12.842
40000,63,161,48,"married","male",11,1.351
13000,61,142,54,"married","female",12,7.561
0,61,170,51,"married","female",14,21.327
43000,60,132,49,"married","female",14,9.16
38000,70,220,48,"divorced","male",12,50.722
0,71,197,51,"separated","male",12,12.115
75000,66,182,54,"single","female",16,46.041
0,68,230,53,"divorced","male",14,29.117
27000,62,155,48,"divorced","female",16,30.8
33000,63,140,48,"married","female",14,58.481
0,72,245,54,"separated","male",7,0.101
50000,75,240,51,"single","male",11,2.047
0,67,240,48,"married","male",12,71.665
78000,62,125,48,"divorced","female",12,48.623
85000,72,205,49,"single","male",15,52.693
75000,70,180,55,"divorced","male",12,NA
140000,71,190,54,"married","male",16,41.658
52000,64,160,52,"divorced","female",12,28.858
73000,62,144,55,"married","female",16,89.517
72000,70,190,52,"married","male",14,53.889
73231,62,270,48,"married","female",20,80.224
45000,68,320,52,"divorced","female",12,20.539
0,59,150,50,"married","female",6,5.794
0,66,170,52,"divorced","male",9,1.431
32000,72,220,55,"married","male",8,21.743
24000,65,174,52,"married","female",15,6.106
0,70,200,53,"divorced","male",12,11.488
25000,72,212,51,"married","male",13,1.348
500,62,155,48,"divorced","female",9,11.357
0,63,174,56,"married","female",3,4.693
8000,52,175,50,"divorced","female",11,4.679
60000,62,149,54,"married","female",14,44.247
50000,58,174,53,"single","female",14,36
0,67,155,49,"divorced","female",16,30.329
21000,64,168,53,"married","female",9,1.837
0,64,197,53,"married","female",12,5.787
42000,69,185,50,"separated","male",12,7.543
45000,69,155,48,"married","male",12,23.525
64000,61,160,55,"divorced","female",14,42.769
35000,67,210,50,"married","male",12,42.848
90000,65,180,50,"divorced","female",16,37.273
0,63,175,53,"married","female",12,35.551
40000,68,178,51,"married","male",15,29.832
0,67,245,53,"married","male",9,10.545
0,62,148,52,"married","female",9,12.257
77000,69,225,51,"married","male",12,42.792
0,70,215,50,"married","male",12,60.209
9000,67,270,49,"divorced","male",14,29.281
54000,70,220,48,"divorced","male",12,65.368
0,61,197,55,"married","male",8,0.107
0,59,135,50,"married","female",8,3.417
11000,54,140,48,"widowed","female",9,1.73
0,66,176,49,"divorced","male",12,2.515
0,70,190,49,"single","male",11,19.102
40000,62,145,50,"separated","female",12,40.422
45000,68,210,48,"single","male",14,30.71
34700,59,135,48,"single","female",14,41.803
20000,72,250,55,"married","male",14,10.284
0,62,243,54,"single","female",10,3.902
0,62,215,55,"married","female",NA,22.994
10000,64,172,52,"single","female",7,12.247
85000,70,199,48,"married","male",14,46.772
0,72,185,51,"single","male",12,7.381
26000,65,176,51,"married","female",12,6.435
98000,68,160,49,"separated","male",14,86.975
0,59,189,55,"separated","female",12,10.151
25000,67,214,54,"divorced","female",14,2.632
35000,73,240,55,"single","male",16,32.574
16000,64,234,53,"single","female",16,27.864
25000,73,230,50,"single","male",11,6.657
42000,62,168,51,"married","female",11,5.437
0,64,165,51,"married","female",13,47.612
0,68,208,48,"married","male",12,3.524
5000,65,125,50,"divorced","female",12,11.789
36000,75,268,53,"single","male",16,14.767
21000,70,240,51,"married","female",14,9.338
39000,72,225,50,"married","male",14,25.742
15000,64,203,53,"single","female",10,3.364
0,72,250,52,"divorced","male",12,16.451
0,69,189,52,"married","female",14,74.063
45000,75,267,49,"married","male",14,10.508
0,72,360,52,"single","male",12,19.802
600,62,155,51,"married","female",12,23.17
0,71,185,52,"single","male",10,4.429
58000,77,200,51,"married","male",16,25.815
17000,69,180,52,"married","male",10,3.052
80000,72,215,50,"married","male",18,76.273
0,66,220,48,"divorced","female",12,45.526
0,71,178,52,"married","male",8,8.92
38000,62,195,55,"married","female",12,11.622
0,69,199,53,"married","male",12,4.472
30000,63,149,54,"married","female",12,66.477
0,71,208,54,"married","male",12,33.848
2800,71,155,51,"single","male",12,25.274
0,72,190,50,"separated","male",12,37.627
28000,72,220,50,"divorced","male",14,76.75
0,71,250,48,"married","male",12,6.88
0,64,160,49,"divorced","male",12,2.805
0,63,190,52,"married","female",12,20.692
52000,61,110,51,"divorced","female",14,48.159
0,65,150,52,"married","male",11,5.075
0,69,180,51,"divorced","male",12,3.567
0,71,195,49,"married","male",10,2.116
13790,62,200,49,"divorced","female",12,16.622
57995,66,308,55,"divorced","female",12,18.709
40000,63,150,53,"married","female",12,43.819
0,62,195,52,"separated","female",11,2.341
343830,61,180,55,"married","female",12,28.545
11800,75,247,50,"divorced","male",13,77.168
28000,71,260,49,"single","male",11,10.379
40000,70,175,51,"married","male",12,16.314
1500,65,187,49,"single","female",12,5.296
33217,59,162,52,"divorced","female",18,68.705
84500,64,150,50,"married","female",18,65.468
30000,68,200,52,"separated","male",11,3.424
15000,71,198,50,"single","male",10,2.884
0,69,182,52,"married","male",11,4.087
13999,67,195,52,"separated","female",13,20.675
0,69,145,52,"single","male",11,22.003
0,66,237,51,"divorced","female",15,51.742
16100,68,175,54,"married","female",16,82.607
14000,62,170,52,"divorced","female",14,28.906
90000,72,200,51,"divorced","male",15,62.977
0,63,168,50,"divorced","female",12,35.418
0,67,158,53,"divorced","female",14,1.048
0,67,170,50,"divorced","female",12,18.07
56000,67,175,48,"single","female",12,13.672
23000,66,189,54,"married","female",12,7.297
26000,66,200,53,"divorced","female",6,5.871
70000,66,147,50,"single","female",16,54.153
67466,62,173,49,"divorced","female",12,62.705
65000,70,180,48,"married","male",17,52.482
52000,65,145,50,"married","female",18,42.882
0,62,220,53,"married","female",14,31.559
39000,76,290,51,"divorced","male",12,28.229
36000,64,190,49,"married","female",16,49.359
38000,70,220,49,"married","female",16,33.103
0,64,234,53,"married","female",7,6.229
36000,66,168,55,"married","male",12,12.615
7000,65,180,54,"divorced","male",10,8.416
0,77,180,55,"separated","male",12,8.304
40000,62,137,50,"single","female",12,4.696
35000,69,225,48,"married","male",12,5.596
0,68,180,47,"married","male",12,4.676
51230,65,176,49,"married","female",15,30.231
20000,63,185,55,"divorced","female",11,2.743
12000,64,170,50,"separated","female",12,10.649
400,66,196,48,"divorced","male",8,9.288
0,64,196,51,"single","female",12,10.97
31000,64,230,50,"widowed","female",14,14.024
35000,62,140,49,"married","female",12,31.376
0,68,195,49,"married","male",12,12.099
32000,64,300,49,"married","male",12,10.512
0,66,200,48,"married","male",12,50.933
37000,66,158,50,"separated","female",15,11.17
23000,62,188,56,"married","female",14,NA
21000,65,230,54,"married","female",13,NA
60000,65,190,52,"divorced","female",18,52.797
54000,68,215,49,"married","male",14,67.553
105000,72,184,51,"divorced","male",14,92.803
95000,69,150,51,"married","female",18,11.075
70000,74,245,54,"married","male",14,4.486
0,63,179,51,"single","female",12,10.146
0,63,252,48,"married","female",12,5.328
45000,61,190,54,"married","female",13,NA
60000,60,133,49,"single","female",12,NA
56000,62,119,53,"married","female",19,14.722
0,64,150,48,"divorced","female",18,65.633
75000,64,173,51,"married","female",13,49.633
90000,72,190,48,"married","male",15,68.393
0,62,135,55,"separated","female",6,3.107
0,71,225,52,"single","male",10,11.242
32000,71,185,55,"married","male",12,12.541
0,62,120,55,"separated","female",18,29.281
13000,71,195,50,"single","male",10,5.355
0,69,213,51,"married","male",9,18.049
40000,72,180,53,"divorced","male",14,NA
0,72,260,48,"divorced","male",11,7.959
59000,67,200,49,"married","female",4,19.289
0,66,217,50,"divorced","female",13,13.629
0,71,200,53,"single","male",7,7.014
40000,68,180,53,"married","male",14,9.87
17000,69,195,51,"married","male",20,55.495
6000,62,285,51,"married","female",12,31.312
0,61,123,54,"married","female",12,27.501
0,62,135,50,"single","male",11,5.749
64000,66,198,49,"married","male",14,1.486
20000,66,140,48,"single","male",12,2.22
0,69,295,54,"single","female",12,8.928
14000,72,217,51,"divorced","male",10,4.576
5000,70,165,55,"separated","male",12,30.904
75000,64,150,55,"married","female",12,16.324
0,68,205,51,"divorced","male",13,40.759
0,70,180,49,"single","male",12,21.434
28000,64,160,49,"married","female",11,24.891
27000,65,160,49,"married","female",13,38.031
26000,61,115,54,"widowed","female",12,NA
0,63,NA,48,"divorced","female",16,68.948
115000,74,174,51,"married","male",16,72.387
50000,62,200,53,"divorced","female",16,33.325
42000,63,150,55,"divorced","female",12,NA
2400,63,156,52,"divorced","female",14,18.321
5500,70,220,51,"married","male",12,6.221
100000,69,185,50,"divorced","male",14,47.884
25000,65,150,51,"married","male",12,7.111
24000,63,151,52,"divorced","female",14,27.206
53000,68,175,54,"single","male",18,NA
0,72,240,52,"single","male",16,52.688
18000,74,212,50,"single","male",15,38.924
25000,66,195,48,"married","female",9,29.277
25000,67,165,51,"divorced","female",12,38.235
53000,69,220,48,"divorced","male",13,16.082
75000,64,153,55,"divorced","female",13,58.159
35000,72,240,50,"divorced","male",12,8.677
49000,69,275,48,"divorced","male",12,25.688
0,59,130,52,"single","female",11,4.527
0,64,180,50,"married","male",13,36.563
31000,61,165,52,"single","male",11,7.004
0,68,240,49,"divorced","male",12,53.222
10500,63,165,55,"married","female",14,15.527
106000,65,218,55,"married","male",14,54.073
105000,69,205,53,"married","male",12,25.857
45000,66,165,51,"married","female",14,17.543
70000,72,220,52,"married","male",16,NA
0,60,114,53,"married","female",10,3.304
45000,64,222,51,"married","female",13,34.286
0,62,130,54,"single","male",14,43.998
43000,60,139,52,"divorced","female",14,33.003
35000,62,210,48,"single","female",14,17.268
35000,64,185,48,"divorced","female",11,28.649
34000,71,175,53,"married","male",4,NA
3200,70,170,54,"married","male",3,2.977
4500,62,150,53,"married","female",6,0.115
15000,68,168,54,"married","male",6,7.7
12000,67,190,50,"married","female",12,7.256
0,69,180,48,"divorced","male",9,23.051
0,61,125,51,"single","female",11,46.916
62000,67,135,49,"divorced","female",12,77.625
50000,65,180,48,"married","male",11,7.114
7000,63,150,54,"single","female",12,5.754
70000,62,160,52,"widowed","female",12,70.251
7000,58,134,50,"single","female",13,48.355
38000,62,200,48,"divorced","female",13,47.391
0,66,165,51,"widowed","female",8,3.946
32925,70,258,51,"divorced","male",11,47.924
14060,66,185,50,"single","male",12,48.438
30000,62,183,48,"married","female",12,23.044
49000,62,218,49,"separated","female",13,31.137
17000,62,179,52,"divorced","female",12,17.122
0,59,130,49,"divorced","female",11,7.877
35000,69,220,51,"single","male",11,12.629
45000,66,172,49,"married","male",12,25.708
450,69,160,51,"single","female",16,46.81
50000,68,219,51,"married","female",19,9.123
0,71,250,51,"separated","male",12,11.899
61250,71,245,55,"married","male",14,39.316
56123,63,200,53,"married","female",14,30.379
84000,73,204,52,"married","male",16,76.257
30000,59,145,54,"divorced","female",14,18.213
34000,65,214,52,"separated","male",9,1.276
0,67,189,55,"single","male",9,3.868
0,65,175,53,"separated","female",13,1.17
21000,64,126,52,"separated","female",10,12.822
20000,68,200,53,"single","male",12,46.228
0,67,200,50,"married","female",14,21.423
9000,64,230,54,"divorced","female",13,51.145
40000,65,170,51,"married","male",12,37.532
18000,60,133,53,"single","female",14,19.376
34000,62,165,54,"divorced","male",12,12.273
22000,71,180,54,"single","male",12,10.124
0,59,160,55,"divorced","female",15,14.627
52000,73,230,55,"separated","male",14,20.039
0,70,183,55,"divorced","male",14,22.235
59000,71,220,54,"married","male",12,28.329
17000,72,161,53,"widowed","male",12,23.168
0,74,215,55,"divorced","male",12,10.517
84000,70,205,54,"married","male",16,49.726
0,71,235,53,"married","male",14,30.584
0,69,126,55,"separated","male",13,20.762
32000,67,218,52,"single","male",13,4.176
0,67,135,54,"married","male",14,20.073
60000,69,225,53,"single","male",11,NA
139000,64,150,52,"married","male",14,69.607
10000,74,248,53,"divorced","male",12,6.705
118000,68,228,55,"married","male",16,13.356
65000,69,165,54,"married","male",12,71.115
76000,68,125,54,"married","female",14,55.606
80000,71,193,55,"married","male",12,43.032
0,76,240,56,"married","male",20,83.378
145000,68,210,54,"divorced","male",14,25.102
59000,67,170,53,"divorced","male",15,35.528
28000,73,195,54,"single","male",14,37.227
0,67,190,54,"divorced","male",16,82.429
69000,75,249,52,"married","male",12,40.282
101000,69,160,53,"married","male",14,76.922
0,71,160,55,"single","male",12,48.191
88000,74,230,55,"married","male",15,70.113
0,67,200,53,"divorced","male",14,16.028
8000,72,240,55,"separated","male",12,58.085
61234,67,260,53,"divorced","female",12,72.385
24000,68,158,55,"married","female",16,78.419
22000,76,375,55,"married","male",14,28.578
0,67,165,53,"single","male",12,NA
42000,71,210,53,"single","male",12,26.451
75000,70,280,52,"married","male",12,20.076
20000,72,180,54,"divorced","male",12,10.642
40000,66,174,54,"divorced","male",12,7.888
0,70,175,55,"married","male",16,50.756
0,69,150,53,"single","male",12,20.426
34000,69,200,52,"divorced","male",13,53.298
48000,71,225,55,"married","male",14,25.47
35000,72,195,53,"married","male",17,47.506
21000,64,176,55,"married","male",12,4.708
0,72,220,55,"married","male",12,10.723
0,71,211,53,"divorced","male",12,32.603
54000,67,175,53,"married","male",14,50.287
0,71,190,55,"divorced","male",12,15.819
12800,65,160,55,"divorced","male",12,6.722
43000,69,220,53,"married","male",12,26.311
0,69,230,54,"separated","male",12,12.757
0,65,150,54,"married","male",8,7.595
28000,72,175,54,"divorced","male",12,54.413
58000,69,220,53,"married","male",11,NA
0,67,170,52,"widowed","male",14,69.051
110000,71,190,55,"married","male",11,58.979
27000,69,160,53,"divorced","male",12,41.853
52000,70,208,55,"separated","male",14,13.929
55000,68,194,55,"married","male",10,15.108
68000,70,216,55,"married","male",16,29.362
24000,74,180,56,"separated","male",12,NA
36000,69,190,54,"married","male",12,27.359
25000,70,166,52,"married","male",10,15.042
0,64,168,51,"divorced","male",14,73.503
0,73,247,55,"divorced","male",12,8.684
0,71,198,55,"married","male",16,48.853
37000,71,211,54,"divorced","male",12,26.16
2500,74,170,56,"married","male",12,48.788
